,pagefaults_uid,pagefaults_percent_mem,kernel_statistics_uid,kernel_statistics_kb_wr_s,kernel_statistics_kb_rd_s,threads_percent_usr,task_switching_pid,threads_cpu,threads_percent_system,task_switching_uid,stack_utilization_uid,cpu_statistics_time,task_switching_nvcswch_s,threads_percent_cpu,cpu_statistics_pid,pagefaults_minflt_s,pagefaults_vsz,kernel_tables_time,pagefaults_majflt_s,policy_uid,cpu_statistics_percent_guest,policy_time,policy_pid,pagefaults_pid,cpu_statistics_percent_system,stack_utilization_pid,kernel_tables_pid,stack_utilization_time,task_switching_time,threads_percent_guest,cpu_statistics_uid,kernel_statistics_time,stack_utilization_stkref,threads_time,cpu_statistics_percent_usr,kernel_tables_uid,stack_utilization_stksize,pagefaults_time,kernel_statistics_pid,kernel_statistics_kb_ccwr_s,cpu_statistics_cpu,cpu_statistics_percent_cpu,threads_uid,task_switching_cswch_s,pagefaults_rss,timepoint
0,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151915,0.0,0.0,21,0.0,6548,151915,0.0,0,0.0,151915,21,21,0.0,21,21,151915,151915,0.0,0,151915,48,151915,0.0,0,132,151915,21,0.0,6,0.0,0,0.0,3176,0.0
1,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151915,0.0,0.0,21,0.0,6548,151915,0.0,0,0.0,151915,21,21,0.0,21,21,151915,151915,0.0,0,151915,48,151915,0.0,0,132,151915,21,0.0,6,0.0,0,0.0,3176,0.0
2,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151915,0.0,0.0,21,0.0,6548,151915,0.0,0,0.0,151915,21,21,0.0,21,21,151915,151915,0.0,0,151915,48,151915,0.0,0,132,151915,21,0.0,6,0.0,0,0.0,3176,0.0
3,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151915,0.0,0.0,21,0.0,6548,151915,0.0,0,0.0,151915,21,21,0.0,21,21,151915,151915,0.0,0,151915,48,151915,0.0,0,132,151915,21,0.0,6,0.0,0,0.0,3176,0.0
4,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151915,0.0,0.0,21,0.0,6548,151915,0.0,0,0.0,151915,21,21,0.0,21,21,151915,151915,0.0,0,151915,48,151915,0.0,0,132,151915,21,0.0,6,0.0,0,0.0,3176,0.0
5,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151915,0.0,0.0,21,0.0,6548,151915,0.0,0,0.0,151915,21,21,0.0,21,21,151915,151915,0.0,0,151915,48,151915,0.0,0,132,151915,21,0.0,6,0.0,0,0.0,3176,0.0
6,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151915,0.0,0.0,21,0.0,6548,151915,0.0,0,0.0,151915,21,21,0.0,21,21,151915,151915,0.0,0,151915,48,151915,0.0,0,132,151915,21,0.0,6,0.0,0,0.0,3176,0.0
7,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151915,0.0,0.0,21,0.0,6548,151915,0.0,0,0.0,151915,21,21,0.0,21,21,151915,151915,0.0,0,151915,48,151915,0.0,0,132,151915,21,0.0,6,0.0,0,0.0,3176,0.0
8,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151917,0.0,0.0,21,0.0,6548,151918,0.0,0,0.0,151918,21,21,0.0,21,21,151918,151918,0.0,0,151918,48,151918,0.0,0,132,151918,21,0.0,6,0.0,0,0.0,3176,1.0
9,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151917,0.0,0.0,21,0.0,6548,151918,0.0,0,0.0,151918,21,21,0.0,21,21,151918,151918,0.0,0,151918,48,151918,0.0,0,132,151918,21,0.0,6,0.0,0,0.0,3176,1.0
10,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151917,0.0,0.0,21,0.0,6548,151918,0.0,0,0.0,151918,21,21,0.0,21,21,151918,151918,0.0,0,151918,48,151918,0.0,0,132,151918,21,0.0,6,0.0,0,0.0,3176,1.0
11,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151917,0.0,0.0,21,0.0,6548,151918,0.0,0,0.0,151918,21,21,0.0,21,21,151918,151918,0.0,0,151918,48,151918,0.0,0,132,151918,21,0.0,6,0.0,0,0.0,3176,1.0
12,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151917,0.0,0.0,21,0.0,6548,151918,0.0,0,0.0,151918,21,21,0.0,21,21,151918,151918,0.0,0,151918,48,151918,0.0,0,132,151918,21,0.0,6,0.0,0,0.0,3176,1.0
13,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151917,0.0,0.0,21,0.0,6548,151918,0.0,0,0.0,151918,21,21,0.0,21,21,151918,151918,0.0,0,151918,48,151918,0.0,0,132,151918,21,0.0,6,0.0,0,0.0,3176,1.0
14,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151917,0.0,0.0,21,0.0,6548,151918,0.0,0,0.0,151918,21,21,0.0,21,21,151918,151918,0.0,0,151918,48,151918,0.0,0,132,151918,21,0.0,6,0.0,0,0.0,3176,1.0
15,0,0.02,0,0.0,0.0,0.0,21,6,0.0,0,0,151917,0.0,0.0,21,0.0,6548,151918,0.0,0,0.0,151918,21,21,0.0,21,21,151918,151918,0.0,0,151918,48,151918,0.0,0,132,151918,21,0.0,6,0.0,0,0.0,3176,1.0
16,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151920,0.0,0.0,21,0.0,6548,151920,0.0,0,0.0,151920,21,21,0.0,21,21,151920,151920,0.0,0,151920,48,151920,0.0,0,132,151920,21,0.0,6,0.0,0,0.0,3176,2.0
17,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151920,0.0,0.0,21,0.0,6548,151920,0.0,0,0.0,151920,21,21,0.0,21,21,151920,151920,0.0,0,151920,48,151920,0.0,0,132,151920,21,0.0,6,0.0,0,0.0,3176,2.0
18,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151920,0.0,0.0,21,0.0,6548,151920,0.0,0,0.0,151920,21,21,0.0,21,21,151920,151920,0.0,0,151920,48,151920,0.0,0,132,151920,21,0.0,6,0.0,0,0.0,3176,2.0
19,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151920,0.0,0.0,21,0.0,6548,151920,0.0,0,0.0,151920,21,21,0.0,21,21,151920,151920,0.0,0,151920,48,151920,0.0,0,132,151920,21,0.0,6,0.0,0,0.0,3176,2.0
20,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151920,0.0,0.0,21,0.0,6548,151920,0.0,0,0.0,151920,21,21,0.0,21,21,151920,151920,0.0,0,151920,48,151920,0.0,0,132,151920,21,0.0,6,0.0,0,0.0,3176,2.0
21,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151920,0.0,0.0,21,0.0,6548,151920,0.0,0,0.0,151920,21,21,0.0,21,21,151920,151920,0.0,0,151920,48,151920,0.0,0,132,151920,21,0.0,6,0.0,0,0.0,3176,2.0
22,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151920,0.0,0.0,21,0.0,6548,151920,0.0,0,0.0,151920,21,21,0.0,21,21,151920,151920,0.0,0,151920,48,151920,0.0,0,132,151920,21,0.0,6,0.0,0,0.0,3176,2.0
23,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151920,0.0,0.0,21,0.0,6548,151920,0.0,0,0.0,151920,21,21,0.0,21,21,151920,151920,0.0,0,151920,48,151920,0.0,0,132,151920,21,0.0,6,0.0,0,0.0,3176,2.0
24,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151922,0.0,0.0,21,0.0,6548,151923,0.0,0,0.0,151922,21,21,0.0,21,21,151922,151923,0.0,0,151922,48,151923,0.0,0,132,151922,21,0.0,4,0.0,0,0.0,3176,3.0
25,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151922,0.0,0.0,21,0.0,6548,151923,0.0,0,0.0,151922,21,21,0.0,21,21,151922,151923,0.0,0,151922,48,151923,0.0,0,132,151922,21,0.0,4,0.0,0,0.0,3176,3.0
26,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151922,0.0,0.0,21,0.0,6548,151923,0.0,0,0.0,151922,21,21,0.0,21,21,151922,151923,0.0,0,151922,48,151923,0.0,0,132,151922,21,0.0,4,0.0,0,0.0,3176,3.0
27,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151922,0.0,0.0,21,0.0,6548,151923,0.0,0,0.0,151922,21,21,0.0,21,21,151922,151923,0.0,0,151922,48,151923,0.0,0,132,151922,21,0.0,4,0.0,0,0.0,3176,3.0
28,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151922,0.0,0.0,21,0.0,6548,151923,0.0,0,0.0,151922,21,21,0.0,21,21,151922,151923,0.0,0,151922,48,151923,0.0,0,132,151922,21,0.0,4,0.0,0,0.0,3176,3.0
29,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151922,0.0,0.0,21,0.0,6548,151923,0.0,0,0.0,151922,21,21,0.0,21,21,151922,151923,0.0,0,151922,48,151923,0.0,0,132,151922,21,0.0,4,0.0,0,0.0,3176,3.0
30,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151922,0.0,0.0,21,0.0,6548,151923,0.0,0,0.0,151922,21,21,0.0,21,21,151922,151923,0.0,0,151922,48,151923,0.0,0,132,151922,21,0.0,4,0.0,0,0.0,3176,3.0
31,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151922,0.0,0.0,21,0.0,6548,151923,0.0,0,0.0,151922,21,21,0.0,21,21,151922,151923,0.0,0,151922,48,151923,0.0,0,132,151922,21,0.0,4,0.0,0,0.0,3176,3.0
32,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151925,0.0,0.0,21,0.0,6548,151925,0.0,0,0.0,151925,21,21,0.0,21,21,151925,151925,0.0,0,151925,48,151925,0.0,0,132,151925,21,0.0,4,0.0,0,0.0,3176,4.0
33,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151925,0.0,0.0,21,0.0,6548,151925,0.0,0,0.0,151925,21,21,0.0,21,21,151925,151925,0.0,0,151925,48,151925,0.0,0,132,151925,21,0.0,4,0.0,0,0.0,3176,4.0
34,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151925,0.0,0.0,21,0.0,6548,151925,0.0,0,0.0,151925,21,21,0.0,21,21,151925,151925,0.0,0,151925,48,151925,0.0,0,132,151925,21,0.0,4,0.0,0,0.0,3176,4.0
35,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151925,0.0,0.0,21,0.0,6548,151925,0.0,0,0.0,151925,21,21,0.0,21,21,151925,151925,0.0,0,151925,48,151925,0.0,0,132,151925,21,0.0,4,0.0,0,0.0,3176,4.0
36,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151925,0.0,0.0,21,0.0,6548,151925,0.0,0,0.0,151925,21,21,0.0,21,21,151925,151925,0.0,0,151925,48,151925,0.0,0,132,151925,21,0.0,4,0.0,0,0.0,3176,4.0
37,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151925,0.0,0.0,21,0.0,6548,151925,0.0,0,0.0,151925,21,21,0.0,21,21,151925,151925,0.0,0,151925,48,151925,0.0,0,132,151925,21,0.0,4,0.0,0,0.0,3176,4.0
38,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151925,0.0,0.0,21,0.0,6548,151925,0.0,0,0.0,151925,21,21,0.0,21,21,151925,151925,0.0,0,151925,48,151925,0.0,0,132,151925,21,0.0,4,0.0,0,0.0,3176,4.0
39,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151925,0.0,0.0,21,0.0,6548,151925,0.0,0,0.0,151925,21,21,0.0,21,21,151925,151925,0.0,0,151925,48,151925,0.0,0,132,151925,21,0.0,4,0.0,0,0.0,3176,4.0
40,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151927,0.0,0.0,21,0.0,6548,151928,0.0,0,0.0,151927,21,21,0.0,21,21,151927,151928,0.0,0,151927,48,151927,0.0,0,132,151927,21,0.0,4,0.0,0,0.0,3176,5.0
41,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151927,0.0,0.0,21,0.0,6548,151928,0.0,0,0.0,151927,21,21,0.0,21,21,151927,151928,0.0,0,151927,48,151927,0.0,0,132,151927,21,0.0,4,0.0,0,0.0,3176,5.0
42,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151927,0.0,0.0,21,0.0,6548,151928,0.0,0,0.0,151927,21,21,0.0,21,21,151927,151928,0.0,0,151927,48,151927,0.0,0,132,151927,21,0.0,4,0.0,0,0.0,3176,5.0
43,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151927,0.0,0.0,21,0.0,6548,151928,0.0,0,0.0,151927,21,21,0.0,21,21,151927,151928,0.0,0,151927,48,151927,0.0,0,132,151927,21,0.0,4,0.0,0,0.0,3176,5.0
44,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151927,0.0,0.0,21,0.0,6548,151928,0.0,0,0.0,151927,21,21,0.0,21,21,151927,151928,0.0,0,151927,48,151927,0.0,0,132,151927,21,0.0,4,0.0,0,0.0,3176,5.0
45,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151927,0.0,0.0,21,0.0,6548,151928,0.0,0,0.0,151927,21,21,0.0,21,21,151927,151928,0.0,0,151927,48,151927,0.0,0,132,151927,21,0.0,4,0.0,0,0.0,3176,5.0
46,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151927,0.0,0.0,21,0.0,6548,151928,0.0,0,0.0,151927,21,21,0.0,21,21,151927,151928,0.0,0,151927,48,151927,0.0,0,132,151927,21,0.0,4,0.0,0,0.0,3176,5.0
47,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151927,0.0,0.0,21,0.0,6548,151928,0.0,0,0.0,151927,21,21,0.0,21,21,151927,151928,0.0,0,151927,48,151927,0.0,0,132,151927,21,0.0,4,0.0,0,0.0,3176,5.0
48,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151930,0.0,0.0,21,0.0,6548,151930,0.0,0,0.0,151930,21,21,0.0,21,21,151930,151930,0.0,0,151930,48,151930,0.0,0,132,151930,21,0.0,4,0.0,0,0.0,3176,6.0
49,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151930,0.0,0.0,21,0.0,6548,151930,0.0,0,0.0,151930,21,21,0.0,21,21,151930,151930,0.0,0,151930,48,151930,0.0,0,132,151930,21,0.0,4,0.0,0,0.0,3176,6.0
50,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151930,0.0,0.0,21,0.0,6548,151930,0.0,0,0.0,151930,21,21,0.0,21,21,151930,151930,0.0,0,151930,48,151930,0.0,0,132,151930,21,0.0,4,0.0,0,0.0,3176,6.0
51,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151930,0.0,0.0,21,0.0,6548,151930,0.0,0,0.0,151930,21,21,0.0,21,21,151930,151930,0.0,0,151930,48,151930,0.0,0,132,151930,21,0.0,4,0.0,0,0.0,3176,6.0
52,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151930,0.0,0.0,21,0.0,6548,151930,0.0,0,0.0,151930,21,21,0.0,21,21,151930,151930,0.0,0,151930,48,151930,0.0,0,132,151930,21,0.0,4,0.0,0,0.0,3176,6.0
53,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151930,0.0,0.0,21,0.0,6548,151930,0.0,0,0.0,151930,21,21,0.0,21,21,151930,151930,0.0,0,151930,48,151930,0.0,0,132,151930,21,0.0,4,0.0,0,0.0,3176,6.0
54,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151930,0.0,0.0,21,0.0,6548,151930,0.0,0,0.0,151930,21,21,0.0,21,21,151930,151930,0.0,0,151930,48,151930,0.0,0,132,151930,21,0.0,4,0.0,0,0.0,3176,6.0
55,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151930,0.0,0.0,21,0.0,6548,151930,0.0,0,0.0,151930,21,21,0.0,21,21,151930,151930,0.0,0,151930,48,151930,0.0,0,132,151930,21,0.0,4,0.0,0,0.0,3176,6.0
56,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151932,0.0,0.0,21,0.0,6548,151933,0.0,0,0.0,151932,21,21,0.0,21,21,151932,151933,0.0,0,151932,48,151932,0.0,0,132,151932,21,0.0,4,0.0,0,0.0,3176,7.0
57,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151932,0.0,0.0,21,0.0,6548,151933,0.0,0,0.0,151932,21,21,0.0,21,21,151932,151933,0.0,0,151932,48,151932,0.0,0,132,151932,21,0.0,4,0.0,0,0.0,3176,7.0
58,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151932,0.0,0.0,21,0.0,6548,151933,0.0,0,0.0,151932,21,21,0.0,21,21,151932,151933,0.0,0,151932,48,151932,0.0,0,132,151932,21,0.0,4,0.0,0,0.0,3176,7.0
59,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151932,0.0,0.0,21,0.0,6548,151933,0.0,0,0.0,151932,21,21,0.0,21,21,151932,151933,0.0,0,151932,48,151932,0.0,0,132,151932,21,0.0,4,0.0,0,0.0,3176,7.0
60,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151932,0.0,0.0,21,0.0,6548,151933,0.0,0,0.0,151932,21,21,0.0,21,21,151932,151933,0.0,0,151932,48,151932,0.0,0,132,151932,21,0.0,4,0.0,0,0.0,3176,7.0
61,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151932,0.0,0.0,21,0.0,6548,151933,0.0,0,0.0,151932,21,21,0.0,21,21,151932,151933,0.0,0,151932,48,151932,0.0,0,132,151932,21,0.0,4,0.0,0,0.0,3176,7.0
62,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151932,0.0,0.0,21,0.0,6548,151933,0.0,0,0.0,151932,21,21,0.0,21,21,151932,151933,0.0,0,151932,48,151932,0.0,0,132,151932,21,0.0,4,0.0,0,0.0,3176,7.0
63,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151932,0.0,0.0,21,0.0,6548,151933,0.0,0,0.0,151932,21,21,0.0,21,21,151932,151933,0.0,0,151932,48,151932,0.0,0,132,151932,21,0.0,4,0.0,0,0.0,3176,7.0
64,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151935,0.0,0.0,21,0.0,6548,151935,0.0,0,0.0,151935,21,21,0.0,21,21,151935,151935,0.0,0,151935,48,151935,0.0,0,132,151935,21,0.0,4,0.0,0,0.0,3176,8.0
65,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151935,0.0,0.0,21,0.0,6548,151935,0.0,0,0.0,151935,21,21,0.0,21,21,151935,151935,0.0,0,151935,48,151935,0.0,0,132,151935,21,0.0,4,0.0,0,0.0,3176,8.0
66,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151935,0.0,0.0,21,0.0,6548,151935,0.0,0,0.0,151935,21,21,0.0,21,21,151935,151935,0.0,0,151935,48,151935,0.0,0,132,151935,21,0.0,4,0.0,0,0.0,3176,8.0
67,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151935,0.0,0.0,21,0.0,6548,151935,0.0,0,0.0,151935,21,21,0.0,21,21,151935,151935,0.0,0,151935,48,151935,0.0,0,132,151935,21,0.0,4,0.0,0,0.0,3176,8.0
68,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151935,0.0,0.0,21,0.0,6548,151935,0.0,0,0.0,151935,21,21,0.0,21,21,151935,151935,0.0,0,151935,48,151935,0.0,0,132,151935,21,0.0,4,0.0,0,0.0,3176,8.0
69,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151935,0.0,0.0,21,0.0,6548,151935,0.0,0,0.0,151935,21,21,0.0,21,21,151935,151935,0.0,0,151935,48,151935,0.0,0,132,151935,21,0.0,4,0.0,0,0.0,3176,8.0
70,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151935,0.0,0.0,21,0.0,6548,151935,0.0,0,0.0,151935,21,21,0.0,21,21,151935,151935,0.0,0,151935,48,151935,0.0,0,132,151935,21,0.0,4,0.0,0,0.0,3176,8.0
71,0,0.02,0,0.0,0.0,0.0,21,4,0.0,0,0,151935,0.0,0.0,21,0.0,6548,151935,0.0,0,0.0,151935,21,21,0.0,21,21,151935,151935,0.0,0,151935,48,151935,0.0,0,132,151935,21,0.0,4,0.0,0,0.0,3176,8.0
